"caseid","casestr","year","config","veh_no","veh_year","veh_make","veh_model","veh_wt","veh_plane","veh_severity","front_ab","edr_cdc","edr_deploy","edr_speed","edr_dV_long","event_no","sw_deploy"
"530002288","2004-47-042","2004","Rear end",1,2001,"CHEVROLET","MALIBU (1997+)","1390","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",58,-17.55,1,"Deployed"
"180007413","2004-04-110","2004","Angle/sideswipe",3,1995,"SATURN","SL","1061","Left","Moderate","Not deployed","Event# 2 03RBEE02","Non Deployment",NA,-4.39,2,"Not deployed"
"114006863","2004-05-170","2004","Rear end",1,1998,"CHEVROLET","ASTRO VAN","2102","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-8.34,1,"Deployed"
"162007312","2004-73-046","2004","Angle/sideswipe",1,2002,"PONTIAC","GRAND AM","1403","Right","Moderate","Not deployed","Event# 1 02RYEW02","Non Deployment",19,-4.39,1,"Not deployed"
"173007164","2004-12-023","2004","Rollover",1,1998,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1469","Top","Moderate","Not deployed","Event# 1 00TDDO03","Non Deployment",NA,-0.66,1,"Not deployed"
"162007469","2004-73-091","2004","Object off road",1,2003,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1366","Front","Moderate","Deployed, details unknown","Event# 1 12FLEW01","Deployment",NA,-7,1,"Deployed"
"173007121","2004-12-012","2004","Angle/sideswipe",1,1999,"GMC","S15/T15/SONOMA","1686","Left","Moderate","Not deployed","Event# 1 10LYEW02","Non Deployment",NA,-2.41,1,"Not deployed"
"173007121","2004-12-012","2004","Angle/sideswipe",2,2002,"SATURN","SC","1102","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",32,-23.26,1,"Deployed"
"169007473","2004-11-038","2004","Rollover",1,2003,"PONTIAC","GRAND PRIX (FWD)","1582","Top","Moderate","Not deployed","Event# 1 00TDDO03","Non Deployment",NA,-4.83,1,"Not deployed"
"199007449","2004-73-085","2004","Angle/sideswipe",1,2002,"CHEVROLET","MALIBU (1997+)","1397","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 09LFEW04","Deployment",12,-9.65,1,"Deployed"
"174006586","2004-13-008","2004","Head-on",1,2002,"PONTIAC","GRAND PRIX (FWD)","1535","Front","Minor","Not deployed","Event# 1 12FDEW01","Non Deployment",NA,0,1,"Not deployed"
"174006905","2004-13-109","2004","Rear end",2,2002,"BUICK","LESABRE/CENTURION/WILDCAT","1618","Back","Severe","Not deployed","Event# 1 06BZEW06","Non Deployment",13,0,1,"Not deployed"
"174006567","2004-13-005","2004","Angle/sideswipe",1,1999,"CHEVROLET","MALIBU (1997+)","1418","Front","Minor","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",NA,-9,1,"Deployed"
"159007273","2004-75-016","2004","Object off road",1,2001,"CHEVROLET","CAMARO","1560","Front","Moderate","Not deployed","Event# 1 01FDEW01","Non Deployment",5,-0.4,1,"Not deployed"
"360002669","2004-50-103","2004","Angle/sideswipe",2,2001,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW01","Deployment",52,-14.9,1,"Deployed"
"169008314","2004-11-249","2004","Head-on",1,2004,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FREE06","Deployment",11,-15.36,1,"Deployed"
"174006824","2004-13-083","2004","Rollover",1,2001,"OLDSMOBILE","ALERO","1410","Top","Moderate","Not deployed","Event# 1 00TDDO03","Non Deployment",1,-3.07,1,"Not deployed"
"173007183","2004-12-027","2004","Rear end",1,1997,"SATURN","SL","1084","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FREE03","Non Deployment",NA,-14.48,1,"Deployed"
"173008064","2004-12-205","2004","Angle/sideswipe",1,2003,"PONTIAC","TRANS SPORT/MONTANA","1788","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW03","Deployment",25,-20.04,1,"Deployed"
"169007389","2004-11-015","2004","Angle/sideswipe",2,1999,"CHEVROLET","S-10 BLAZER, BLAZER","1816","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-19.09,1,"Deployed"
"168007278","2004-09-038","2004","Rear end",2,1998,"CHEVROLET","ASTRO VAN","1813","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 11FYEW05","Deployment",NA,-25.45,1,"Deployed"
"151007283","2004-49-126","2004","Object off road",1,2003,"PONTIAC","GRAND PRIX (FWD)","1575","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEN03","Deployment",NA,-22.82,1,"Deployed"
"613007566","2004-48-093","2004","Rear end",1,2003,"OLDSMOBILE","ALERO","1382","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW99","Deployment",4,-14.48,1,"Deployed"
"909002691","2004-47-101","2004","Rear end",2,2003,"CHEVROLET","TRAILBLAZER (2003+)","2056","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",62,-11.16,1,"Not deployed"
"613007535","2004-48-086","2004","Angle/sideswipe",1,2000,"CHEVROLET","IMPALA/CAPRICE","1537","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FDEW02","Deployment",39,-20.87,1,"Deployed"
"530002754","2004-47-111","2004","Rear end",1,2004,"CHEVROLET","C, K, R, V-SERIES PICKUP","2277","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",32,-10.23,1,"Not deployed"
"180006646","2004-04-001","2004","Rear end",2,1999,"BUICK","ELECTRA/ELECTRA 225/PARK AVENUE (91-ON)","1714","Front","Moderate","Not deployed","Event# 2 12FYEW01","Non Deployment",17,-8.34,2,"Not deployed"
"114006458","2004-05-096","2004","Object off road",1,1999,"PONTIAC","GRAND AM","1413","Right","Severe","Deployed during crash (as a result of impact)","Event# 1 02RZAW03","Deployment",NA,-25.01,1,"Deployed"
"151007622","2004-49-232","2004","Object off road",1,1996,"SATURN","SL","1065","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 12F9EW99","Deployment",NA,-22.6,1,"Deployed"
"195007588","2004-74-067","2004","Angle/sideswipe",2,1999,"CHEVROLET","CAVALIER","1214","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FZEW02","Deployment",NA,-17.55,1,"Deployed"
"173007062","2004-12-004","2004","Angle/sideswipe",2,2002,"PONTIAC","GRAND PRIX (FWD)","1535","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 11LYEW02","Deployment",NA,-5.27,1,"Deployed"
"173007062","2004-12-004","2004","Angle/sideswipe",3,2003,"PONTIAC","GRAND PRIX (FWD)","1535","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FDEW03","Deployment",NA,-27.21,2,"Deployed"
"162008148","2004-73-227","2004","Object off road",1,2004,"PONTIAC","GRAND AM","1414","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW02","Deployment",29,-19.31,1,"Deployed"
"174006707","2004-13-043","2004","Object off road",1,2000,"PONTIAC","GRAND PRIX (FWD)","1544","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW02","Deployment",NA,-31.07,1,"Deployed"
"178007926","2004-43-049","2004","Angle/sideswipe",1,1997,"CHEVROLET","LUMINA","1644","Right","Moderate","Not deployed","Event# 1 02RFEW02","Non Deployment",NA,-0.44,1,"Not deployed"
"178007926","2004-43-049","2004","Angle/sideswipe",2,2003,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1538","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW01","Deployment",38,-12.4,1,"Deployed"
"159007977","2004-75-155","2004","Angle/sideswipe",2,2002,"GMC","FULLSIZE JIMMY/YUKON","2336","Front","Moderate","Not deployed","Event# 2 12FREN01","Non Deployment",21,-12.29,2,"Not deployed"
"178008165","2004-43-156","2004","Object off road",1,2001,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW01","Deployment",1,-7.51,1,"Deployed"
"178007971","2004-43-072","2004","Object off road",1,1999,"CHEVROLET","S-10 BLAZER, BLAZER","1816","Top","Moderate","Not deployed","Event# 1 11FDEW01","Non Deployment",NA,-7.02,1,"Not deployed"
"162007850","2004-73-176","2004","Object off road",1,2003,"CHEVROLET","IMPALA/CAPRICE","1546","Undercarriage","Moderate","Not deployed","Event# 1 00UFDW02","Non Deployment",18,-16.74,1,"Not deployed"
"151007286","2004-49-129","2004","Angle/sideswipe",1,2002,"BUICK","LESABRE/CENTURION/WILDCAT","1623","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02FREE06","Non Deployment",16,-14.26,1,"Deployed"
"151007286","2004-49-129","2004","Angle/sideswipe",2,1999,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2050","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-16.24,1,"Deployed"
"152007618","2004-08-178","2004","Angle/sideswipe",2,2002,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1067","Unknown","Unknown","Not deployed","Event# 1 99999999","Non Deployment",12,-7.46,1,"Not deployed"
"174007552","2004-13-289","2004","Angle/sideswipe",2,1996,"CHEVROLET","LUMINA","1511","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FDEW03","Deployment",NA,-27.97,1,"Deployed"
"174007550","2004-13-287","2004","Object off road",1,1995,"CHEVROLET","LUMINA","1497","Right","Severe","Deployed during crash (as a result of impact)","Event# 4 00LYAW04","Deployment",NA,-22.27,4,"Deployed"
"173008041","2004-12-199","2004","Angle/sideswipe",1,2003,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1651","Right","Severe","Not deployed","Event# 1 63RYAW04","Non Deployment",19,-0.62,1,"Not deployed"
"169008193","2004-11-220","2004","Angle/sideswipe",1,2004,"PONTIAC","GRAND AM","1402","Left","Unknown","Deployed during crash (as a result of impact)","Event# 1 99LYE999","Deployment",18,-12.29,1,"Deployed"
"169008193","2004-11-220","2004","Angle/sideswipe",2,2003,"SATURN","ION","1221","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Non Deployment",36,-14.92,1,"Deployed"
"169008236","2004-11-233","2004","Angle/sideswipe",2,2003,"CHEVROLET","CAVALIER","1214","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02RYEW02","Non Deployment",2,-25.01,1,"Deployed"
"173007202","2004-12-030","2004","Angle/sideswipe",3,1997,"CHEVROLET","CAVALIER","1287","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FLEE03","Deployment",NA,-0.22,2,"Deployed"
"910002585","2004-50-087","2004","Object off road",1,2004,"CHEVROLET","C, K, R, V-SERIES PICKUP","2108","Front","Severe","Deployed during crash (as a result of impact)","Event# 2 12FLEE03","Deployment",51,-17.36,2,"Deployed"
"195007468","2004-74-042","2004","Angle/sideswipe",1,2002,"SATURN","SL","1092","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LPEW03","Deployment",10,-7.9,1,"Deployed"
"195007772","2004-74-125","2004","Angle/sideswipe",2,2003,"CHEVROLET","MALIBU (1997+)","1408","Left","Moderate","Not deployed","Event# 1 11LPEW03","Non Deployment",22,-2.63,1,"Not deployed"
"159007655","2004-75-074","2004","Rollover",1,2003,"GMC","G-SERIES VAN","2323","Front","Moderate","Not deployed","Event# 1 12FDEW02","Non Deployment",18,-4.96,1,"Not deployed"
"174007450","2004-13-264","2004","Angle/sideswipe",2,2000,"PONTIAC","GRAND PRIX (FWD)","1549","Left","Minor","Not deployed","Event# 1 07LYEW01","Non Deployment",NA,-0.16,1,"Not deployed"
"173007644","2004-12-117","2004","Head-on",2,2004,"CHEVROLET","LUMINA APV/VENTURE","1741","Front","Moderate","Not deployed","Event# 1 11FYEW02","Non Deployment",34,-0.88,1,"Not deployed"
"173007725","2004-12-137","2004","Angle/sideswipe",1,2004,"PONTIAC","GRAND PRIX (FWD)","1574","Left","Unknown","Not deployed","Event# 1 99LFE999","Non Deployment",67,-0.88,1,"Not deployed"
"169007634","2004-11-083","2004","Head-on",1,1997,"PONTIAC","GRAND PRIX (FWD)","1540","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 71FYEW03","Deployment",NA,-45.42,1,"Deployed"
"173007522","2004-12-093","2004","Rear end",1,1998,"BUICK","LESABRE/CENTURION/WILDCAT","1562","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-15.36,1,"Deployed"
"159007816","2004-75-114","2004","Rear end",2,2000,"GMC","C, K, R, V-SERIES PICKUP","2063","Back","Moderate","Not deployed","Event# 1 06BYLW02","Non Deployment",11,0,1,"Not deployed"
"168007680","2004-09-163","2004","Rear end",2,2002,"CHEVROLET","AVALANCHE","3084","Back","Moderate","Not deployed","Event# 2 12FDEW01","Non Deployment",19,0,2,"Not deployed"
"151007168","2004-49-082","2004","Angle/sideswipe",2,2001,"SATURN","SL","1064","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW01","Deployment",0,-11.94,1,"Deployed"
"613007707","2004-48-155","2004","Angle/sideswipe",2,2002,"PONTIAC","GRAND PRIX (FWD)","1535","Left","Moderate","Not deployed","Event# 1 11LZEW02","Non Deployment",NA,-1.32,1,"Not deployed"
"180007415","2004-04-112","2004","Angle/sideswipe",2,2004,"CHEVROLET","CAVALIER","1214","Left","Moderate","Not deployed","Event# 1 09LZEW99","Non Deployment",22,-0.88,1,"Not deployed"
"114006865","2004-05-172","2004","Object off road",1,2004,"PONTIAC","GRAND AM","1413","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEN02","Deployment",29,-19.75,1,"Deployed"
"182002329","2004-47-050","2004","Rear end",1,2001,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2235","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",33,-13.28,1,"Deployed"
"613008027","2004-48-279","2004","Angle/sideswipe",1,2002,"CHEVROLET","TRAILBLAZER (2003+)","2049","Right","Severe","Not deployed","Event# 1 03RDAW04","Non Deployment",15,-0.93,1,"Not deployed"
"530002468","2004-47-066","2004","Object off road",1,2001,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1527","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FZEW02","Deployment",22,-11.16,1,"Deployed"
"182002936","2004-47-148","2004","Rear end",1,2001,"BUICK","LESABRE/CENTURION/WILDCAT","1623","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 99999999","Deployment",39,-11.47,1,"Deployed"
"152007072","2004-08-049","2004","Angle/sideswipe",1,1998,"BUICK","LESABRE/CENTURION/WILDCAT","1555","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FLEE02","Deployment",NA,-20.84,1,"Deployed"
"173007042","2004-12-002","2004","Angle/sideswipe",2,2001,"FORD","CROWN VICTORIA","1777","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 92FDEW02","Deployment",NA,-12.41,1,"Deployed"
"910002848","2004-50-128","2004","Rear end",2,2003,"CHEVROLET","S-10/T-10","1502","Back","Moderate","Not deployed","Event# 2 12FDEW02","Non Deployment",5,-2.63,2,"Not deployed"
"151007191","2004-49-084","2004","Angle/sideswipe",3,1998,"CHEVROLET","C, K, R, V-SERIES PICKUP","1939","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FZEW02","Deployment",NA,-10.97,2,"Deployed"
"174006726","2004-13-049","2004","Rollover",1,1999,"CHEVROLET","S-10/T-10","1368","Top","Moderate","Not deployed","Event# 1 00RDAO03","Non Deployment",NA,-0.44,1,"Not deployed"
"169008234","2004-11-231","2004","Object off road",1,2003,"SATURN","VUE","1578","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",51,-37.63,1,"Deployed"
"174007551","2004-13-288","2004","Angle/sideswipe",2,1997,"CHEVROLET","LUMINA","1644","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FDEW04","Deployment",NA,-34.01,1,"Deployed"
"910002125","2004-50-018","2004","Angle/sideswipe",1,2001,"PONTIAC","J2000/SUNBIRD/SUNFIRE","1199","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02RFEW04","Deployment",40,-3.78,1,"Deployed"
"613008068","2004-48-287","2004","Angle/sideswipe",2,2003,"GMC","FULLSIZE JIMMY/YUKON","2274","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW01","Deployment",30,-8.06,1,"Deployed"
"613007466","2004-48-058","2004","Head-on",1,1995,"CHEVROLET","LUMINA","1510","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 01FDEW03","Deployment",NA,-27.97,1,"Deployed"
"613007466","2004-48-058","2004","Head-on",2,2002,"GMC","FULLSIZE JIMMY/YUKON","2506","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 11FDAW06","Deployment",63,-40.37,1,"Deployed"
"613007447","2004-48-056","2004","Rollover",1,2002,"BUICK","CENTURY","1530","Top","Moderate","Not deployed","Event# 1 00TDDO04","Non Deployment",38,-7.02,1,"Not deployed"
"613007149","2004-48-007","2004","Angle/sideswipe",2,1996,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",NA,-24.57,1,"Deployed"
"163008336","2004-72-187","2004","Object off road",1,2004,"CHEVROLET","C, K, R, V-SERIES PICKUP","1921","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FDAW09","Deployment",32,-11.47,2,"Deployed"
"910002306","2004-50-046","2004","Rear end",1,2003,"SATURN","ION","1252","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",34,-22.82,1,"Deployed"
"162008069","2004-73-216","2004","Angle/sideswipe",3,1998,"OLDSMOBILE","INTRIGUE","1567","Front","Moderate","Not deployed","Event# 2 12FLEE05","Non Deployment",NA,-11.63,2,"Not deployed"
"173007962","2004-12-184","2004","Rollover",1,1999,"OLDSMOBILE","INTRIGUE","1573","Right","Severe","Deployed during crash (as a result of impact)","Event# 1 00RDAO04","Deployment",NA,-7.02,1,"Deployed"
"530002447","2004-47-062","2004","Head-on",1,2001,"PONTIAC","GRAND AM","1391","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 92FYAW07","Deployment",54,-47.99,1,"Deployed"
"613007848","2004-48-219","2004","Angle/sideswipe",2,1999,"PONTIAC","GRAND AM","1447","Left","Moderate","Not deployed","Event# 1 10LZEW02","Non Deployment",NA,-1.76,1,"Not deployed"
"159007533","2004-75-048","2004","Angle/sideswipe",2,1998,"SATURN","SL","1055","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",NA,-23.26,1,"Deployed"
"162007353","2004-73-059","2004","Angle/sideswipe",2,2004,"PONTIAC","GRAND PRIX (FWD)","1601","Right","Moderate","Not deployed","Event# 1 02RZEW02","Non Deployment",26,-3.51,1,"Not deployed"
"173007543","2004-12-098","2004","Rear end",2,2004,"CHEVROLET","IMPALA/CAPRICE","1572","Back","Moderate","Not deployed","Event# 1 06BDEW06","Non Deployment",2,0,1,"Not deployed"
"169007815","2004-11-126","2004","Head-on",1,2002,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1516","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FYEN02","Deployment",27,-22.94,1,"Deployed"
"169007754","2004-11-111","2004","Rear end",1,2002,"CHEVROLET","MALIBU (1997+)","1384","Front","Minor","Not deployed","Event# 1 12FDEW01","Non Deployment",14,-7.9,1,"Not deployed"
"173007544","2004-12-099","2004","Angle/sideswipe",2,2003,"BUICK","RENDEZVOUS","1792","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",40,-20.04,1,"Deployed"
"173007545","2004-12-100","2004","Angle/sideswipe",1,1999,"CHEVROLET","LUMINA","1467","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW02","Deployment",NA,-18.21,1,"Deployed"
"169007957","2004-11-158","2004","Rear end",2,1997,"PONTIAC","GRAND AM","1286","Back","Moderate","Not deployed","Event# 2 12FDEW01","Non Deployment",NA,-7.88,2,"Not deployed"
"180007493","2004-04-123","2004","Angle/sideswipe",2,2003,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW01","Deployment",0,-13.6,1,"Deployed"
"180007453","2004-04-117","2004","Angle/sideswipe",2,2004,"GMC","JIMMY/TYPHOON/ENVOY","2253","Front","Moderate","Not deployed","Event# 1 12FLEW02","Non Deployment",41,-11.78,1,"Not deployed"
"530002427","2004-47-059","2004","Head-on",1,1998,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1627","Front","Moderate","Not deployed","Event# 1 12FLEW99","Non Deployment",NA,-9.43,1,"Not deployed"
"613007766","2004-48-181","2004","Angle/sideswipe",2,2001,"CHEVROLET","IMPALA/CAPRICE","1555","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FLEE06","Deployment",43,-7.75,1,"Deployed"
"173007361","2004-12-061","2004","Angle/sideswipe",2,1997,"SATURN","SC","1053","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Deployment",NA,-28.52,1,"Deployed"
"173007362","2004-12-062","2004","Angle/sideswipe",2,2000,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1515","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LYEW02","Deployment",1,-9.83,1,"Deployed"
"174007531","2004-13-283","2004","Object off road",1,2000,"CHEVROLET","S-10 BLAZER, BLAZER","1867","Front","Moderate","Not deployed","Event# 1 11FDEW01","Non Deployment",88,-0.05,1,"Not deployed"
"159007394","2004-75-029","2004","Rear end",2,2003,"PONTIAC","BONNEVILLE/CATALINA/PARISIENNE","1674","Back","Moderate","Not deployed","Event# 2 12FDEW01","Non Deployment",27,0,2,"Not deployed"
"174006785","2004-13-070","2004","Angle/sideswipe",2,2004,"CHEVROLET","AVALANCHE","2601","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FDEW01","Deployment",30,-7.13,1,"Deployed"
"613007812","2004-48-205","2004","Angle/sideswipe",1,1998,"SATURN","LS/ LS1/ LS2/L100/L200/L300","1085","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 02RZEW03","Deployment",NA,-17.55,1,"Deployed"
"152007492","2004-08-138","2004","Object off road",1,2002,"PONTIAC","GRAND PRIX (FWD)","1551","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",NA,-22.82,1,"Deployed"
"360002668","2004-50-102","2004","Object off road",1,2003,"BUICK","CENTURY","1521","Front","Severe","Deployed during crash (as a result of impact)","Event# 2 12FYEW03","Deployment",54,-35.54,2,"Deployed"
"910002466","2004-50-070","2004","Object off road",1,2002,"OLDSMOBILE","BRAVADA","2145","Front","Moderate","Not deployed","Event# 2 12FCEN02","Non Deployment",27,-25.73,2,"Not deployed"
"910002504","2004-50-074","2004","Rear end",2,1998,"OLDSMOBILE","DELTA 88","1567","Front","Moderate","Deployed during crash (as a result of impact)","Event# 3 01FDEW02","Deployment",NA,-12.94,3,"Deployed"
"163007855","2004-72-088","2004","Object off road",1,2001,"CHEVROLET","S-10 BLAZER, BLAZER","1641","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12FREN03","Deployment",23,-16.67,2,"Deployed"
"151007463","2004-49-186","2004","Angle/sideswipe",2,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","2141","Front","Moderate","Not deployed","Event# 1 12F99999","Non Deployment",27,-7.9,1,"Not deployed"
"163007856","2004-72-089","2004","Angle/sideswipe",1,1999,"BUICK","ELECTRA/ELECTRA 225/PARK AVENUE (91-ON)","1714","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",61,-22.82,1,"Deployed"
"163007856","2004-72-089","2004","Angle/sideswipe",2,2002,"CHEVROLET","IMPALA/CAPRICE","1533","Right","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RPEW03","Deployment",15,-9.92,1,"Deployed"
"151007205","2004-49-098","2004","Angle/sideswipe",1,1997,"GMC","C, K, R, V-SERIES PICKUP","1944","Front","Moderate","Not deployed","Event# 1 12FDEW01","Deployment",NA,-17.33,1,"Not deployed"
"334007056","2004-06-084","2004","Angle/sideswipe",2,2002,"PONTIAC","J2000/SUNBIRD/SUNFIRE","1182","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LFEW02","Deployment",20,-16.67,1,"Deployed"
"910002888","2004-50-133","2004","Angle/sideswipe",1,2002,"CHEVROLET","C, K, R, V-SERIES PICKUP","1921","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",40,-14.48,1,"Deployed"
"152007744","2004-08-212","2004","Angle/sideswipe",2,2004,"CADILLAC","CTS","1605","Left","Minor","Not deployed","Event# 1 11LZEW01","Non Deployment",32,-0.93,1,"Not deployed"
"151007308","2004-49-141","2004","Angle/sideswipe",1,1998,"CHEVROLET","CAMARO","1511","Front","Moderate","Not deployed","Event# 2 12FLEW01","Non Deployment",NA,-0.22,2,"Not deployed"
"168007958","2004-09-229","2004","Angle/sideswipe",2,2002,"CHEVROLET","CAVALIER","1214","Top","Moderate","Not deployed","Event# 2 00TYDO02","Non Deployment",8,-2.63,2,"Not deployed"
"163007916","2004-72-107","2004","Angle/sideswipe",2,2003,"CHEVROLET","CAVALIER","1200","Front","Minor","Deployed during crash (as a result of impact)","Event# 1 11FZEW01","Deployment",11,-13.6,1,"Deployed"
"910002124","2004-50-017","2004","Rear end",1,1998,"GMC","FULLSIZE JIMMY/YUKON","2275","Right","Moderate","Not deployed","Event# 3 12FZEW02","Non Deployment",NA,-7.46,3,"Not deployed"
"163007918","2004-72-109","2004","Angle/sideswipe",2,1999,"PONTIAC","GRAND AM","1447","Left","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RZEW03","Deployment",NA,-4.17,1,"Deployed"
"163007635","2004-72-051","2004","Angle/sideswipe",2,1999,"CHEVROLET","MALIBU (1997+)","1418","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 02FYEW01","Deployment",NA,-10.09,1,"Deployed"
"125007217","2004-08-080","2004","Rear end",1,1996,"CHEVROLET","CAVALIER","1187","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW01","Deployment",NA,-13.16,1,"Deployed"
"151007845","2004-49-268","2004","Head-on",2,1996,"CHEVROLET","CAMARO","1500","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW02","Deployment",NA,-37.52,1,"Deployed"
"178008564","2004-43-286","2004","Object off road",1,2002,"PONTIAC","GRAND AM","1414","Front","Moderate","Not deployed","Event# 1 12FZEW01","Non Deployment",0,-2.19,1,"Not deployed"
"157007423","2004-78-018","2004","Angle/sideswipe",1,1999,"PONTIAC","J2000/SUNBIRD/SUNFIRE","1211","Left","Moderate","Not deployed","Event# 1 11LDEW02","Non Deployment",NA,-3.51,1,"Not deployed"
"157007423","2004-78-018","2004","Angle/sideswipe",2,1999,"CHEVROLET","CAVALIER","1187","Front","Minor","Deployed during crash (as a result of impact)","Event# 1 02FDEW01","Deployment",NA,-12.51,1,"Deployed"
"173007604","2004-12-106","2004","Angle/sideswipe",2,1999,"CHEVROLET","MALIBU (1997+)","1418","Right","Moderate","Not deployed","Event# 1 03RYEW02","Non Deployment",NA,-0.22,1,"Not deployed"
"173007842","2004-12-163","2004","Angle/sideswipe",1,2004,"PONTIAC","GRAND AM","1393","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",23,-29.4,1,"Deployed"
