"caseid","casestr","year","config","veh_no","veh_year","veh_make","veh_model","veh_wt","veh_plane","veh_severity","front_ab","edr_cdc","edr_deploy","edr_speed","edr_dV_long","event_no","sw_deploy"
"762014404","2011-08-106","2011","Object off road",1,2003,"FORD","RANGER","1392","","Unknown","Deployed during crash (as a result of impact)","Event# 1 12FLEE05","Deployment",NA,-19.61,1,"Deployed"
"762014467","2011-08-115","2011","Rear end",2,2006,"CHEVROLET","IMPALA/CAPRICE","1630","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",14,-7.84,1,"Not deployed"
"773015176","2011-48-226","2011","Rear end",2,2004,"PONTIAC","GRAND AM","1414","Back","Severe","Not deployed","Event# 1 06BDEW06","Non Deployment",5,-0.44,1,"Not deployed"
"762014724","2011-08-174","2011","Object off road",1,2008,"CHEVROLET","IMPALA/CAPRICE","1630","Front","Moderate","Deployed during crash (as a result of impact)","Event# 3 12FDEW02","Deployment",16,-22.09,3,"Deployed"
"773015178","2011-48-228","2011","Object off road",1,2009,"TOYOTA","CAMRY","1487","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FRAE06","Deployment",57,-40.5,1,"Deployed"
"762014864","2011-08-207","2011","Angle/sideswipe",3,2011,"TOYOTA","SIENNA","1990","Front","Moderate","Not deployed","Event# 2 12FDEW02","Non Deployment",14,-6.6,2,"Not deployed"
"762014865","2011-08-208","2011","Angle/sideswipe",1,2003,"BUICK","REGAL (FWD)","1563","Right Side","Unknown","Not deployed","Event# 1 99R99999","Non Deployment",6,-5.27,1,"Not deployed"
"789015207","2011-81-122","2011","Angle/sideswipe",2,2004,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1527","Right Side","Moderate","Not deployed","Event# 1 11LYEW02","Non Deployment",15,-5.58,1,"Not deployed"
"141015062","2011-74-064","2011","Object off road",1,2002,"PONTIAC","GRAND PRIX (FWD)","1535","Right Side","Severe","Deployed during crash (as a result of impact)","Event# 1 02RBEE04","Deployment",NA,-6.14,1,"Deployed"
"141015063","2011-74-065","2011","Angle/sideswipe",2,2011,"CHEVROLET","CRUZE","1407","Right Side","Moderate","Not deployed","Event# 1 02RYEW02","Deployment",7,-13,1,"Not deployed"
"764014202","2011-05-093","2011","Angle/sideswipe",2,2002,"GMC","FULLSIZE JIMMY/YUKON","2601","Front","Moderate","Not deployed","Event# 1 11FDEW01","Non Deployment",34,-10.97,1,"Not deployed"
"766015256","2011-09-127","2011","Object off road",1,2002,"CHEVROLET","CAVALIER","1214","Left Side","Severe","Not deployed","Event# 1 12FCLN01","Non Deployment",13,0,1,"Not deployed"
"126015101","2011-11-148","2011","Object off road",1,2009,"FORD","ESCAPE","1484","Left Side","Minor","Not deployed","Event# 3 00LDAO02","Deployment",32,-17.33,3,"Not deployed"
"774015271","2011-49-139","2011","Object off road",1,2008,"FORD","FOCUS","1190","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 11FLAE09","Deployment",73,-43.01,1,"Deployed"
"530014178","2011-13-068","2011","Head-on",1,2009,"CHEVROLET","MALIBU (1997+)","1567","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 12FDEW03","Deployment",54,-35.24,1,"Deployed"
"779015505","2011-75-148","2011","Rear end",2,2010,"FORD","FUSION","1516","Back","Severe","Deployed during crash (as a result of impact)","Event# 10 12FLEE09","Non Deployment",43,-18.35,10,"Deployed"
"713014503","2011-08-122","2011","Rear end",1,2006,"CHEVROLET","UPLANDER","1939","Front","Minor","Not deployed","Event# 1 99999999","Non Deployment",57,-0.88,1,"Not deployed"
"777014359","2011-73-014","2011","Object off road",1,2008,"PONTIAC","G6","1554","Back","Moderate","Not deployed","Event# 1 12F99999","Non Deployment",32,-2.03,1,"Not deployed"
"717016392","2011-43-152","2011","Angle/sideswipe",2,2008,"CHEVROLET","COLORADO","1636","Right Side","Severe","Not deployed","Event# 1 02RPEW03","Non Deployment",19,-6.2,1,"Not deployed"
"748013950","2011-41-015","2011","Rear end",1,2003,"GMC","S15/T15/SONOMA","1471","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",33,-18.43,1,"Deployed"
"748014189","2011-41-078","2011","Angle/sideswipe",2,2009,"SATURN","AURA","1654","Left Side","Moderate","Not deployed","Event# 1 10LYEW02","Deployment",10,-6.1,1,"Not deployed"
"768014525","2011-12-048","2011","Object off road",1,2009,"CHEVROLET","HHR","1431","Front","Moderate","Deployed during crash (as a result of impact)","Event# 3 12FZEW02","Deployment",43,-24.4,3,"Deployed"
"768015126","2011-12-195","2011","Angle/sideswipe",2,2007,"PONTIAC","G6","1507","Right Side","Moderate","Not deployed","Event# 1 02RZEW01","Deployment",41,-4.74,1,"Not deployed"
"770015732","2011-43-008","2011","Rear end",1,2003,"FORD","ESCAPE","1421","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-28.65,1,"Deployed"
"770015735","2011-43-011","2011","Angle/sideswipe",1,2008,"CHEVROLET","COBALT","1239","Right Side","Moderate","Not deployed","Event# 2 00TPDW02","Non Deployment",NA,0,2,"Not deployed"
"770015754","2011-43-016","2011","Rollover",2,2002,"CHEVROLET","MONTE CARLO (1995+) (FWD ONLY)","1516","Top","Moderate","Not deployed","Event# 1 11LBES01","Non Deployment",4,-3.41,1,"Not deployed"
"771014981","2011-45-142","2011","Angle/sideswipe",2,2005,"CADILLAC","DEVILLE/FLEETWOOD","1804","Right Side","Moderate","Not deployed","Event# 1 03RFEW03","Non Deployment",10,-5.58,1,"Not deployed"
"666015121","2011-73-125","2011","Angle/sideswipe",2,2007,"CHEVROLET","IMPALA/CAPRICE","1648","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",16,-21.38,1,"Deployed"
"717016514","2011-43-196","2011","Angle/sideswipe",2,2011,"TOYOTA","SIENNA","2045","Right Side","Moderate","Not deployed","Event# 2 03RZEW01","Non Deployment",12,-8,2,"Not deployed"
"717016517","2011-43-199","2011","Head-on",2,2009,"CHEVROLET","IMPALA/CAPRICE","1630","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",36,-25.6,1,"Deployed"
"762013944","2011-08-010","2011","Object off road",1,2010,"CHEVROLET","COBALT","1261","Front","Minor","Not deployed","Event# 1 12FREE05","Non Deployment",8,-15.59,1,"Not deployed"
"762013987","2011-08-023","2011","Angle/sideswipe",1,2004,"CHEVROLET","CAVALIER","1214","Left Side","Moderate","Deployed during crash (as a result of impact)","Event# 1 10LFEW02","Deployment",10,-11.85,1,"Deployed"
"773014616","2011-48-091","2011","Angle/sideswipe",2,2004,"CADILLAC","ESCALADE","2572","Left Side","Moderate","Not deployed","Event# 1 09LYEW01","Non Deployment",10,-0.62,1,"Not deployed"
"773014897","2011-48-162","2011","Angle/sideswipe",1,2002,"CADILLAC","DEVILLE/FLEETWOOD","1822","Left Side","Moderate","Not deployed","Event# 1 10LZEW03","Non Deployment",9,-1.55,1,"Not deployed"
"141015002","2011-74-052","2011","Head-on",2,2009,"CHEVROLET","FULLSIZE BLAZER (K, Tahoe)","2432","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",35,-22.96,1,"Deployed"
"141015003","2011-74-053","2011","Head-on",2,2011,"FORD","EDGE","1935","Front","Moderate","Not deployed","Event# 1 11FYEW02","Non Deployment",8,-11.33,1,"Not deployed"
"141015005","2011-74-055","2011","Head-on",2,2006,"CHEVROLET","TRAILBLAZER (2003+)","2097","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 81FDEW01","Deployment",11,-8.91,1,"Deployed"
"185014638","2011-09-038","2011","Angle/sideswipe",1,2004,"SATURN","ION","1221","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW04","Deployment",39,-22.82,1,"Deployed"
"185014656","2011-09-039","2011","Head-on",2,2008,"PONTIAC","GRAND PRIX (FWD)","1577","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FREE07","Deployment",80,-28.52,1,"Deployed"
"530013859","2011-13-019","2011","Rollover",1,2005,"CHEVROLET","TRAILBLAZER (2003+)","2084","Top","Minor","Not deployed","Event# 1 00TZDO99","Deployment",51,-5.09,1,"Not deployed"
"530013879","2011-13-023","2011","Angle/sideswipe",1,2006,"CHEVROLET","C, K, R, V-SERIES PICKUP","1876","Left Side","Moderate","Not deployed","Event# 1 10LZEW03","Non Deployment",13,-9.92,1,"Not deployed"
"760013693","2011-02-005","2011","Angle/sideswipe",1,2004,"CHEVROLET","TRAILBLAZER (2003+)","2046","Left Side","Moderate","Not deployed","Event# 1 11LDEW01","Non Deployment",30,-4.65,1,"Not deployed"
"775015562","2011-72-148","2011","Rear end",4,2008,"FORD","CROWN VICTORIA","1872","Front","Moderate","Not deployed","Event# 3 99999999","Non Deployment",NA,-6.43,3,"Not deployed"
"777015261","2011-73-140","2011","Angle/sideswipe",1,2007,"CADILLAC","ESCALADE","2615","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Deployment",91,-38.83,1,"Deployed"
"663014962","2011-74-046","2011","Object off road",1,2008,"GMC","C, K, R, V-SERIES PICKUP","2482","","Unknown","Not deployed","Event# 1 12FCEN02","Non Deployment",49,-9.55,1,"Not deployed"
"765014214","2011-04-072","2011","Angle/sideswipe",2,2008,"SATURN","VUE","1735","Top","Moderate","Not deployed","Event# 2 00TPRO03","Deployment",12,0,2,"Not deployed"
"766015017","2011-09-085","2011","Head-on",1,2008,"CHEVROLET","IMPALA/CAPRICE","1630","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FDEW04","Deployment",52,-40.62,1,"Deployed"
"766015218","2011-09-122","2011","Object off road",1,2005,"CHEVROLET","COBALT","1301","Front","Moderate","Not deployed","Event# 1 12FREN02","Non Deployment",34,-29.82,1,"Not deployed"
"768014727","2011-12-097","2011","Angle/sideswipe",2,2007,"CHEVROLET","MALIBU (1997+)","1416","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW02","Deployment",0,-9.49,1,"Deployed"
"768014746","2011-12-101","2011","Angle/sideswipe",2,2010,"CHEVROLET","IMPALA/CAPRICE","1613","Front","Unknown","Not deployed","Event# 1 99FZEW01","Non Deployment",12,-7.84,1,"Not deployed"
"768015123","2011-12-192","2011","Head-on",2,2008,"BUICK","LUCERNE","1707","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",17,-15.68,1,"Deployed"
"768015124","2011-12-193","2011","Rear end",1,2007,"PONTIAC","GRAND PRIX (FWD)","1577","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEW01","Deployment",75,-13.6,1,"Deployed"
"768015243","2011-12-224","2011","Angle/sideswipe",1,2010,"CHEVROLET","COBALT","1258","Front","Unknown","Deployed during crash (as a result of impact)","Event# 4 12FDEW02","Deployment",63,-25.75,4,"Deployed"
"774014613","2011-49-043","2011","Angle/sideswipe",1,2011,"CADILLAC","ESCALADE","2619","Right Side","Moderate","Not deployed","Event# 1 02RPEW02","Deployment",14,-4,1,"Not deployed"
"768015264","2011-12-231","2011","Head-on",1,2002,"GMC","JIMMY/TYPHOON/ENVOY","2099","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FLAE07","Deployment",34,-11.47,1,"Deployed"
"126014659","2011-11-048","2011","Object off road",1,2005,"CADILLAC","STS","1750","Front","Moderate","Deployed during crash (as a result of impact)","Event# 3 12FREE03","Deployment",21,-14.91,3,"Deployed"
"773014838","2011-48-149","2011","Angle/sideswipe",2,2010,"CHEVROLET","COLORADO","1765","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW01","Deployment",0,-8.37,1,"Deployed"
"771015220","2011-45-176","2011","Angle/sideswipe",1,2008,"TOYOTA","SCION XB (< 2012)","1373","Front","Moderate","Deployed during crash (as a result of impact)","Event# 5 12FYEW02","Deployment",34,-12.5,5,"Deployed"
"771015220","2011-45-176","2011","Angle/sideswipe",2,2006,"CHEVROLET","COLORADO","1636","Front","Moderate","Deployed during crash (as a result of impact)","Event# 3 02RBEW03","Non Deployment",32,-9.3,3,"Deployed"
"126014579","2011-11-027","2011","Object off road",1,2005,"PONTIAC","G6","1533","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FYEW01","Deployment",22,-9.49,1,"Deployed"
"175013756","2011-06-011","2011","Angle/sideswipe",1,2009,"PONTIAC","G6","1542","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",NA,-17.62,1,"Deployed"
"126015257","2011-11-184","2011","Object on road",1,2003,"FORD","ESCAPE","1421","Front","Moderate","Not deployed","Event# 3 12FYEW01","Non Deployment",NA,-13.9,3,"Not deployed"
"126015318","2011-11-198","2011","Object off road",1,2003,"CHEVROLET","C, K, R, V-SERIES PICKUP","2468","Right Side","Moderate","Not deployed","Event# 1 02RFEW04","Non Deployment",36,-30.07,1,"Not deployed"
"126015320","2011-11-200","2011","Rear end",1,2008,"BUICK","ENCLAVE (< 2013)","2168","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW04","Deployment",71,-28.51,1,"Deployed"
"126015461","2011-11-234","2011","Angle/sideswipe",1,2006,"SATURN","ION","1221","Left Side","Moderate","Not deployed","Event# 1 09LZEW02","Non Deployment",1,0,1,"Not deployed"
"782014831","2011-78-050","2011","Rear end",1,2008,"DODGE","RAM","3251","Front","Unknown","Not deployed","Event# 1 99999999","Non Deployment",NA,0,1,"Not deployed"
"182015005","2011-12-162","2011","Object on road",1,2004,"PONTIAC","GRAND PRIX (FWD)","1577","Undercarriage","Moderate","Deployed during crash (as a result of impact)","Event# 2 12UFDW99","Deployment",23,-20.62,2,"Deployed"
"182015006","2011-12-163","2011","Angle/sideswipe",1,2005,"CHEVROLET","COLORADO","1760","Front","Unknown","Not deployed","Event# 1 99F99999","Non Deployment",11,-4.03,1,"Not deployed"
"717016475","2011-43-183","2011","Angle/sideswipe",2,2008,"CHEVROLET","IMPALA/CAPRICE","1630","Front","Moderate","Not deployed","Event# 1 12FDEW02","Non Deployment",6,-7.13,1,"Not deployed"
"175014736","2011-06-114","2011","Head-on",1,2009,"TOYOTA","YARIS","1050","Front","Moderate","Not deployed","Event# 2 00TYDO03","Deployment",6,-0.9,2,"Not deployed"
"762014463","2011-08-111","2011","Angle/sideswipe",2,2009,"CHEVROLET","AVEO","1148","Left Side","Moderate","Not deployed","Event# 1 11LYAW02","Non Deployment",31,-12.12,1,"Not deployed"
"762014545","2011-08-132","2011","Rear end",2,2004,"CHEVROLET","IMPALA/CAPRICE","1537","Back","Moderate","Not deployed","Event# 1 06BYEW05","Not Reported",1,0,1,"Not deployed"
"777015219","2011-73-135","2011","Object off road",1,2002,"CHEVROLET","MALIBU (1997+)","1391","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 72FDEW03","Deployment",NA,-13.16,1,"Deployed"
"182014765","2011-12-106","2011","Angle/sideswipe",1,2006,"CHEVROLET","MALIBU (1997+)","1440","Left Side","Moderate","Deployed during crash (as a result of impact)","Event# 1 11LYEW02","Deployment",35,-6.78,1,"Deployed"
"182014766","2011-12-107","2011","Angle/sideswipe",2,2004,"CHEVROLET","CORVETTE","1460","Right Side","Moderate","Not deployed","Event# 1 02RYEW02","Non Deployment",50,0,1,"Not deployed"
"182014767","2011-12-108","2011","Object off road",1,2004,"CHEVROLET","MALIBU (1997+)","1496","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FLEW01","Deployment",NA,-28.46,1,"Deployed"
"182014826","2011-12-117","2011","Angle/sideswipe",2,2011,"CHEVROLET","IMPALA/CAPRICE","1613","Right Side","Moderate","Not deployed","Event# 1 01RYEW02","Non Deployment",32,-3.56,1,"Not deployed"
"182014866","2011-12-126","2011","Angle/sideswipe",2,2005,"CHEVROLET","IMPALA/CAPRICE","1572","Left Side","Moderate","Not deployed","Event# 1 11LYEW01","Non Deployment",27,-5.27,1,"Not deployed"
"765014156","2011-04-064","2011","Angle/sideswipe",2,2011,"CADILLAC","DTS","1818","Left Side","Moderate","Deployed during crash (as a result of impact)","Event# 1 11LFEW03","Deployment",42,-19.24,1,"Deployed"
"748014490","2011-41-126","2011","Angle/sideswipe",3,2006,"GMC","G-SERIES VAN","2367","Front","Moderate","Not deployed","Event# 2 01FREW02","Non Deployment",35,-2.17,2,"Not deployed"
"785013989","2011-82-019","2011","Angle/sideswipe",2,2005,"LINCOLN","CONTINENTAL (THRU '81)/TOWN CAR","1971","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 70FYEW01","Deployment",NA,-9.03,1,"Deployed"
"768014605","2011-12-069","2011","Rear end",3,2005,"PONTIAC","GRAND PRIX (FWD)","1577","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",4,-0.88,1,"Not deployed"
"768014747","2011-12-102","2011","Rear end",1,2003,"CHEVROLET","TRAILBLAZER (2003+)","2094","Front","Moderate","Not deployed","Event# 1 12FZEW01","Non Deployment",34,-11.78,1,"Not deployed"
"768014846","2011-12-122","2011","Rear end",1,2005,"CHEVROLET","MALIBU (1997+)","1569","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",29,-7.45,1,"Not deployed"
"769014637","2011-13-140","2011","Head-on",1,2002,"PONTIAC","GRAND PRIX (FWD)","1531","Front","Moderate","Not deployed","Event# 1 82FDEW02","Non Deployment",NA,-3.07,1,"Not deployed"
"785014373","2011-82-071","2011","Object off road",1,2004,"FORD","F-SERIES PICKUP","1855","Front","Unknown","Not deployed","Event# 1 99999999","Non Deployment",NA,-5.37,1,"Not deployed"
"785014452","2011-82-079","2011","Object off road",1,2004,"FORD","RANGER","1494","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FZEN01","Deployment",NA,-16.51,1,"Deployed"
"777014802","2011-73-070","2011","Rear end",1,2003,"FORD","F-SERIES PICKUP","2204","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-6.99,1,"Deployed"
"777014859","2011-73-079","2011","Head-on",2,2008,"SATURN","VUE","1618","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FYEW03","Deployment",24,-18.53,1,"Deployed"
"697015104","2011-75-065","2011","Object off road",1,2008,"FORD","FOCUS","1174","Front","Moderate","Deployed during crash (as a result of impact)","Event# 2 12RPLS01","Non Deployment",43,-8.55,2,"Deployed"
"686015714","2011-43-006","2011","Angle/sideswipe",2,2003,"CHEVROLET","G-SERIES VAN","Unknown","Right Side","Minor","Not deployed","Event# 1 10LBWW01","Non Deployment",33,-4.96,1,"Not deployed"
"713014584","2011-08-140","2011","Angle/sideswipe",2,2007,"TOYOTA","CAMRY","1500","Left Side","Moderate","Not deployed","Event# 1 10LFEE01","Non Deployment",10,-8.6,1,"Not deployed"
"726015560","2011-79-132","2011","Object off road",1,2007,"PONTIAC","G6","1758","Front","Severe","Deployed during crash (as a result of impact)","Event# 2 01FDEW99","Deployment",40,-32.53,2,"Deployed"
"726015561","2011-79-133","2011","Angle/sideswipe",2,2007,"TOYOTA","CAMRY","1487","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW99","Deployment",8,-18.8,1,"Deployed"
"748014329","2011-41-105","2011","Angle/sideswipe",2,2009,"FORD","ESCAPE","1484","Front","Moderate","Not deployed","Event# 1 10FDEW01","Non Deployment",19,-10.35,1,"Not deployed"
"727015481","2011-79-126","2011","Angle/sideswipe",2,2006,"CHEVROLET","HHR","1440","Right Side","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RYEW02","Deployment",43,-8.81,1,"Deployed"
"777014862","2011-73-082","2011","Angle/sideswipe",2,2003,"PONTIAC","GRAND AM","1403","Right Side","Minor","Not deployed","Event# 1 02RYEW02","Non Deployment",5,-0.44,1,"Not deployed"
"777014879","2011-73-083","2011","Rear end",1,2008,"CHEVROLET","COBALT","1261","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 12FDEW04","Deployment",48,-47.44,1,"Deployed"
"777014880","2011-73-084","2011","Angle/sideswipe",1,2007,"FORD","EXPLORER/BRONCO ii/BRONCO (-77)","2139","Right Side","Moderate","Not deployed","Event# 1 01RDEW02","Deployment",10,-3.54,1,"Not deployed"
"777014880","2011-73-084","2011","Angle/sideswipe",2,2002,"CHEVROLET","S-10/T-10","1496","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",28,-14.04,1,"Deployed"
"777014940","2011-73-094","2011","Angle/sideswipe",2,2009,"FORD","CROWN VICTORIA","1872","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11F9EW01","Deployment",NA,-9.64,1,"Deployed"
"777015019","2011-73-107","2011","Rear end",2,2003,"FORD","RANGER","1498","Right Side","Moderate","Deployed during crash (as a result of impact)","Event# 2 02RYAW03","Deployment",NA,-14.25,2,"Deployed"
"748014629","2011-41-155","2011","Object off road",1,2009,"MERCURY","MARQUIS/MONTEREY","1857","Left Side","Moderate","Deployed during crash (as a result of impact)","Event# 2 09LPAN04","Deployment",NA,-6.3,2,"Deployed"
"777015059","2011-73-114","2011","Angle/sideswipe",1,2010,"DODGE","AVENGER ('08+)","1590","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 12FLEE99","Deployment",24,-14.8,1,"Deployed"
"777015179","2011-73-128","2011","Angle/sideswipe",2,2003,"FORD","WINDSTAR","1872","","Unknown","Not deployed","Event# 1 99999999","Non Deployment",NA,-8.16,1,"Not deployed"
"777015180","2011-73-129","2011","Rear end",1,2011,"CHEVROLET","CRUZE","1407","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 12F99999","Deployment",33,-13,1,"Deployed"
"766015178","2011-09-115","2011","Angle/sideswipe",1,2008,"PONTIAC","GRAND PRIX (FWD)","1577","Right Side","Severe","Deployed during crash (as a result of impact)","Event# 1 02RYEW03","Deployment",62,-18.87,1,"Deployed"
"779014844","2011-75-006","2011","Angle/sideswipe",1,2002,"PONTIAC","GRAND PRIX (FWD)","1535","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FLEE03","Deployment",NA,-10.53,1,"Deployed"
"768014563","2011-12-056","2011","Angle/sideswipe",1,2011,"CHEVROLET","EQUINOX","1714","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",17,-14,1,"Deployed"
"768014564","2011-12-057","2011","Object off road",1,2005,"CHEVROLET","MALIBU (1997+)","1409","Left Side","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",NA,-10.84,1,"Deployed"
"768014565","2011-12-058","2011","Angle/sideswipe",2,2005,"BUICK","RENDEZVOUS","1858","Right Side","Moderate","Not deployed","Event# 1 02RPEW02","Non Deployment",18,-1.32,1,"Not deployed"
"779014846","2011-75-008","2011","Rear end",1,2007,"SATURN","ION","1270","Front","Moderate","Not deployed","Event# 1 12FDEW99","Non Deployment",0,-9.65,1,"Not deployed"
"768014567","2011-12-060","2011","Rear end",1,2006,"CHEVROLET","IMPALA/CAPRICE","1577","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",20,-7.84,1,"Deployed"
"768014583","2011-12-062","2011","Object off road",1,2003,"CHEVROLET","TRAILBLAZER (2003+)","2094","Front","Moderate","Not deployed","Event# 1 01FREE04","Non Deployment",1,-20.46,1,"Not deployed"
"771014378","2011-45-029","2011","Rear end",1,2006,"PONTIAC","G6","1486","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW02","Deployment",49,-15.95,1,"Deployed"
"773014315","2011-48-015","2011","Angle/sideswipe",2,2005,"CHEVROLET","COBALT","1329","Left Side","Moderate","Deployed during crash (as a result of impact)","Event# 1 11LYEW02","Deployment",22,-12.88,1,"Deployed"
"762014025","2011-08-032","2011","Angle/sideswipe",2,2002,"CADILLAC","DEVILLE/FLEETWOOD","1804","Right Side","Moderate","Not deployed","Event# 1 03RPEW02","Non Deployment",12,-1.55,1,"Not deployed"
"773014397","2011-48-035","2011","Angle/sideswipe",2,2004,"FORD","MUSTANG/MUSTANG II","1449","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 61FDEW01","Deployment",NA,-17.88,1,"Deployed"
"762014184","2011-08-073","2011","Angle/sideswipe",1,2009,"PONTIAC","G6","1548","Left Side","Minor","Not deployed","Event# 1 10LZEW01","Non Deployment",18,-2.71,1,"Not deployed"
"779014948","2011-75-028","2011","Angle/sideswipe",1,2002,"BUICK","CENTURY","1530","Right Side","Moderate","Deployed during crash (as a result of impact)","Event# 1 01RYAW02","Deployment",3,-5.7,1,"Deployed"
"126014578","2011-11-026","2011","Angle/sideswipe",1,2002,"CHEVROLET","TRAILBLAZER (2003+)","2099","Top","Minor","Not deployed","Event# 1 12FZEW01","Non Deployment",39,-4.65,1,"Not deployed"
"126014738","2011-11-068","2011","Angle/sideswipe",1,2010,"FORD","FUSION","1490","Right Side","Moderate","Not deployed","Event# 2 05RBEW01","Deployment",31,-0.53,2,"Not deployed"
"126014738","2011-11-068","2011","Angle/sideswipe",2,2004,"FORD","ESCAPE","1451","Front","Moderate","Not deployed","Event# 1 12FLEW01","Non Deployment",NA,-2.28,1,"Not deployed"
"126015118","2011-11-150","2011","Object off road",1,2005,"PONTIAC","GRAND PRIX (FWD)","1625","Front","Severe","Deployed during crash (as a result of impact)","Event# 1 12FYEW04","Deployment",7,-39.93,1,"Deployed"
"779015464","2011-75-136","2011","Head-on",1,2004,"MERCURY","MARQUIS/MONTEREY","1844","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 01FDEW02","Deployment",NA,-9.71,1,"Deployed"
"779015464","2011-75-136","2011","Head-on",2,2008,"TOYOTA","HIGHLANDER","1940","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 11FDEW02","Deployment",34,-19.7,1,"Deployed"
"779015465","2011-75-137","2011","Rear end",1,2004,"FORD","CROWN VICTORIA","1793","Front","Unknown","Not deployed","Event# 1 12FREE03","Non Deployment",NA,-2.25,1,"Not deployed"
"126015339","2011-11-205","2011","Angle/sideswipe",1,2009,"PONTIAC","G6","1542","Right Side","Moderate","Not deployed","Event# 1 99R99999","Non Deployment",14,-4.74,1,"Not deployed"
"779015467","2011-75-139","2011","Angle/sideswipe",1,2006,"CHEVROLET","COBALT","1282","Front","Moderate","Not deployed","Event# 1 12FDEW01","Non Deployment",43,-6.1,1,"Not deployed"
"126015359","2011-11-210","2011","Rear end",3,2010,"MERCURY","MILAN","1526","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 12FDEW01","Deployment",30,-8.59,1,"Deployed"
"774015031","2011-49-107","2011","Object off road",1,2004,"CHEVROLET","TRAILBLAZER (2003+)","2053","Front","Severe","Not deployed","Event# 1 12F99999","Non Deployment",88,-4.65,1,"Not deployed"
"175014595","2011-06-092","2011","Angle/sideswipe",2,2006,"FORD","CROWN VICTORIA","1900","Front","Moderate","Not deployed","Event# 1 12FLEE03","Non Deployment",NA,-0.9,1,"Not deployed"
"774015131","2011-49-122","2011","Angle/sideswipe",1,2008,"GMC","ACADIA","2186","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 62FZEW02","Deployment",30,-12.83,1,"Deployed"
"762014883","2011-08-210","2011","Angle/sideswipe",2,2011,"TOYOTA","CAMRY","1500","Right Side","Moderate","Not deployed","Event# 1 02RBEW02","Deployment",16,-0.9,1,"Not deployed"
"766014696","2011-09-046","2011","Object off road",1,2005,"CHEVROLET","TRAILBLAZER (2003+)","2084","Front","Moderate","Deployed during crash (as a result of impact)","Event# 1 71FDEW02","Deployment",56,-33.1,1,"Deployed"
"773014695","2011-48-111","2011","Head-on",1,2011,"FORD","ESCAPE","1696","Front","Unknown","Deployed during crash (as a result of impact)","Event# 1 12FDAW07","Deployment",24,-35.92,1,"Deployed"
